ID,Count
18288,657.1568811388001
18312,614.0287424669915
18336,441.9482788036386
18360,529.6133743767762
18384,755.0194265176252
18408,712.3397003620734
18432,690.8542514881565
18456,707.4523526804885
18480,661.0234039079663
18504,475.77276990702535
18528,570.1473095200932
18552,812.8048034496541
18576,732.712809891269
18600,710.6128713251874
18624,727.6856827346137
18648,679.9288533758727
18672,489.38000076527715
18696,586.4536779267888
18720,836.051242301959
18744,753.6685959042794
18768,730.9365930734004
18792,748.4976915411486
18816,699.3750038502499
18840,503.37640213378313
18864,603.2264129128203
18888,859.9625356400376
18912,775.2237231073098
18936,751.8415788014349
18960,769.9049294704216
18984,719.3773195265775
19008,517.7731043954135
19032,620.4788526896992
19056,884.5576984825607
19080,797.3953328220662
19104,773.344452817497
19128,791.9244202375315
19152,771.3213583750046
19176,555.159918684894
19200,665.2817353409788
19224,948.4289079389438
19248,854.9728140984045
19272,829.1852935143864
19296,849.1068636274732
19320,793.3813593947352
19344,571.0376436299207
19368,684.3089742481826
19392,975.5542331345972
19416,879.4252695452338
19440,852.9002188459107
19464,873.3915512928728
19488,816.0722824545554
19512,587.3694758344894
19536,703.8803973730085
19560,1003.4553500219747
19584,904.5770718806656
19608,877.2933975037765
19632,898.370787642215
19656,839.4121720971073
19680,604.1684028902184
19704,724.0115685317198
19728,1032.1544464553172
19752,930.448222616272
19776,902.3842277179285
19800,924.0644369575089
19824,863.4195889427247
19848,621.4477838374078
19872,779.4237604851386
19896,1111.150339336116
19920,1001.6600343541551
19944,971.4481629026226
19968,994.7876659548837
19992,929.5013672986462
20016,669.0102612666565
20040,801.7154924129676
20064,1142.9295418087024
20088,1030.3077842697396
20112,999.2318450625406
20136,1023.2388642616612
20160,956.085359674597
20184,688.1441370315991
20208,824.6447739479997
20232,1175.6176381307055
20256,1059.7748676393517
20280,1027.8101481027502
20304,1052.5037745924158
20328,983.4296614761257
20352,707.8252468567185
20376,848.229839183107
20400,1209.240622914394
20424,1090.0847176220648
20448,1057.2057983974273
20472,1082.605669332754
20496,1011.5560177599733
20520,728.0692417855595
20544,872.4894437100281
20568,1243.8252342250769
20592,1121.2614375731337
20616,1058.5341427035335
20640,1083.9659277415874
20664,1012.8270046184788
20688,728.9840368361001
20712,873.5856979932025
20736,1245.3880597123944
20760,1122.6702656825846
20784,1088.808507615009
20808,1114.9676486348221
20832,1041.7941329268808
20856,749.833178923714
20880,898.5704869910754
20904,1281.006497564997
20928,1154.778941187118
20952,1119.9487276121333
20976,1146.856027192975
21e3,1071.5897289974139
21024,771.2786121563736
21048,924.2698477621609
21072,1317.6436324449394
21096,1187.805933560617
21120,1151.9795663862853
21144,1179.65642206686
21168,1102.2374872342898
21192,793.337390622604
21216,950.7042172543123
21240,1355.3285993653612
21264,1221.7775069146765
21288,1184.9264958777032
21312,1213.394917171613
21336,1133.761779707664
21360,850.6218602884093
21384,1019.3516647819245
21408,1453.1927375684188
21432,1309.9983286741178
21456,1270.4864186944576
21480,1301.0104577309835
21504,1215.6272546564035
21528,874.9498772707219
21552,1048.5054001483716
21576,1494.754445830571
21600,1347.4646378234963
21624,1306.822676452184
21648,1338.2197113229752
21672,1250.3945253745762
21696,899.9736821676444
21720,1078.4929402901303
21744,1537.5048302731054
21768,1386.0024936240247
21792,1344.198161082711
21816,1376.493159705894
21840,1286.1561495092851
21864,925.7131747031234
21888,1109.3381322509697
21912,1581.4778873593523
21936,1425.6425426006408
21960,1382.6425947583994
21984,1415.8612391413412
22008,1322.940565838015
22032,1004.6241609614683
22056,1203.9019437009702
22080,1716.2885212002175
22104,1547.169233763806
22128,1500.5038219463358
22152,1536.5541382366107
22176,1435.7125860097335
22200,1033.3566857056894
22224,1238.3338673314595
22248,1765.37484056209
22272,1591.4186954232505
22296,1543.4186401123752
22320,1580.5000052715684
22344,1476.7743571742947
22368,1062.9109684866544
22392,1273.7505533592534
22416,1815.865042033614
22440,1636.9337037432808
22464,1587.5608337714245
22488,1625.7027360781278
22512,1519.0105061820318
22536,1093.3105118086248
22560,1310.1801662578066
22584,1867.7992770240046
22608,1683.7504537039922
22632,1632.9655061970195
22656,1672.198277302628
22680,1562.4546205599272
22704,1124.579490352396
22728,1347.6516760122388
22752,1921.2188452861985
22776,1805.3289308186245
22800,1750.876957378764
22824,1792.9426070463433
22848,1675.2746960708273
22872,1205.7819402348123
22896,1444.9614870297296
22920,2059.9441895912237
22944,1856.9618301573792
22968,1800.9525154408443
22992,1844.2212541501763
23016,1723.1880088585224
23040,1240.267632277869
23064,1486.2877792829383
23088,2118.8591547095893
23112,1910.0714444861924
23136,1852.4602481073055
23160,1896.9664845344846
23184,1772.4716554473998
23208,1275.739624510044
23232,1528.796014755207
23256,2179.4591038825693
23280,1964.7000082570491
23304,1905.4411159628921
23328,1951.2202428789801
23352,1823.1648277583922
23376,1312.2261253854933
18289,546.8047271357249
18313,517.4809942579051
18337,353.9377644910888
18361,417.20981623479895
18385,636.1903370588861
18409,574.6658688224314
18433,541.3410153151767
18457,538.9448937863147
18481,510.04266358059056
18505,348.8502228022396
18529,411.21279487669784
18553,627.0456647844147
18577,607.2404871491112
18601,572.0266326715783
18625,569.4946883133093
18649,538.9541511037771
18673,368.62460558269925
18697,434.5221657144058
18721,662.5894030015576
18745,641.6615797779855
18769,604.4516473503779
18793,601.7761811204099
18817,569.5044703767145
18841,389.51988836203833
18865,459.15281540242944
18889,700.1479184468999
18913,678.033813088088
18937,638.7146561309733
18961,635.8875325710411
18985,601.7865176746925
19009,411.5996087394547
19033,485.1796399048189
19057,739.8354176581578
19081,716.4677864145124
19105,674.9198446969083
19129,671.932467194775
19153,588.4828290501397
19177,402.5003802392617
19201,474.45377837969323
19225,723.4798833600952
19249,700.6288401104116
19273,659.9993983315197
19297,657.0780627544299
19321,621.8406541588314
19345,425.31589265085535
19369,501.347929542767
19393,764.4899421543961
19417,740.3436001013396
19441,697.411100788362
19465,694.3241709127576
19489,657.0893492148725
19513,449.42468981983023
19537,529.7665608548922
19561,807.8246335487092
19585,782.3095693928846
19609,736.9434649977112
19633,733.6815542019679
19657,694.3360971399954
19681,474.90008088049376
19705,559.7960866338422
19729,853.6157280618762
19753,826.6543565445932
19777,778.7166995032374
19801,775.2698890902525
19825,733.6941564608294
19849,501.81953045506293
19873,551.7495140054298
19897,841.3457584843687
19921,814.7719327882435
19945,767.5233370823082
19969,764.1260715142887
19993,723.1479531950938
20017,494.6063194402392
20041,583.025131378508
20065,889.0369795056534
20089,860.9568311331792
20113,811.0299747977303
20137,807.4401371017377
20161,764.1391967107734
20185,522.6428062960612
20209,616.0735899000382
20233,939.4315511287149
20257,909.7596950084599
20281,857.0027623145336
20305,853.2094366455362
20329,807.4540062927575
20353,552.2685259706354
20377,650.9953820942814
20401,992.6827112937784
20425,961.3289223485549
20449,905.5814919761907
20473,901.5731437304922
20497,853.2240920040117
20521,583.5735632511604
20545,687.896696848899
20569,1048.952384149328
20593,1015.8213229431318
20617,836.1945891291156
20641,832.4933660541122
20665,787.8488853514638
20689,538.859351999928
20713,635.1891032242565
20737,968.5802058141167
20761,937.987692210211
20785,883.5938189520588
20809,879.6827940851773
20833,832.5076655779852
20857,569.4042976378661
20881,671.1944477650675
20905,1023.4836414189219
20929,991.1570080275594
20953,933.6798480164896
20977,929.5471288586876
21001,879.6979041696868
21025,601.680666699304
21049,709.2407354343453
21073,1081.4992480376673
21097,1047.3401972336126
21121,986.6049760578895
21145,982.2379959903652
21169,929.563095450017
21193,635.7866039675711
21217,749.4436559694541
21241,1142.8034373705193
21265,1106.7080995817792
21289,1042.53013583838
21313,1037.9156159104646
21337,982.2548676391318
21361,621.7312757696254
21385,732.8757124412571
21409,1117.539493025441
21433,1082.2421145140286
21457,1019.482932383611
21481,1014.9704256023364
21505,960.5401689453516
21529,656.9737707719052
21553,774.4183686330834
21577,1180.8866037993776
21601,1143.5884128240236
21625,1077.2717610137342
21649,1072.503465270436
21673,1014.9878594876058
21697,694.2139671966332
21721,818.315847415119
21745,1247.8245106645927
21769,1208.4120922725533
21793,1138.3363175725574
21817,1133.2977336107765
21841,1072.5218873858917
21865,733.5651036488802
21889,864.7016306091748
21913,1318.5567559202002
21937,1276.9102662945884
21961,1202.8622848938949
21985,1197.5380915748049
22009,1133.3171999737024
22033,734.500817444504
22057,865.8046182524456
22081,1320.238667642405
22105,1278.5390549951444
22129,1204.396620195032
22153,1199.065635493535
